flavor_score_black_fruit,grape_Malbec,flavor_score_non_oak,flavor_score_citrus_fruit,ratings_count,flavor_score_floral,wine_type,flavor_score_microbio,taste_intensity,grape_Petit Verdot,flavor_score_vegetal,flavor_score_tree_fruit,flavor_score_dried_fruit,wine_style,grape_Cabernet Franc,taste_acidity,taste_fizziness,flavor_score_red_fruit,grape_Zinfandel,flavor_score_tropical_fruit,grape_Shiraz/Syrah,grape_Cabernet Sauvignon,flavor_score_earth,vintage,taste_sweetness,ratings_average,grape_Pinot Noir,wine_name,flavor_score_oak,flavor_score_spices,natural_wine,grape_Merlot,taste_tannin,winery_name
0.20275154482919436,,0.18537950332284014,0.0016322723563017372,13299,0.00757840736854378,Cabernet Sauvignon,0.0341611285997435,4.9090595,,0.006529089425206949,0.0029147720648245307,0.016439314445610354,Californian Cabernet Sauvignon,,2.9818141,,0.0819633904628658,,0.0005829544129649062,,1,0.09338929695697797,2015,1.8544241,3.7,,Carnivor Cabernet Sauvignon 2015,0.29614084178617234,0.07053748396875364,False,,3.4213994,Carnivor
0.13206597003651013,,0.18733476016618406,0.0017625582273700113,12816,0.004532292584665743,Zinfandel,0.02467581518318016,4.8677926,,0.005287674682110034,0.0031474254060178774,0.025557094296865163,Californian Zinfandel,,1.6837622,,0.09832556968399848,1,0.001384867178647866,,,0.10575349364220069,2016,2.622326,4.1,,1000 Stories Zinfandel 2016,0.26539091023542744,0.14478156867682235,False,,2.4207435,1000 Stories
0.17191732002851035,,0.1525302922309337,0.0019957234497505346,12790,0.005274411974340698,Freakshow Cabernet Sauvignon,0.021097647897362792,4.8654165,,0.007270135424091233,0.002851033499643621,0.01639344262295082,Californian Cabernet Sauvignon,,3.0438898,,0.1263007840342124,,0.0011404133998574484,,1,0.13071988595866002,2014,1.660775,4,,Michael David Winery Freakshow Cabernet Sauvignon 2014,0.2459016393442623,0.11660727013542409,False,,3.4421985,Michael David Winery
0.10219498289623717,,0.1961231470923603,0.002494298745724059,12671,0.0047748004561003424,Red (Winemaker's Blend),0.03320980615735462,4.8787274,,0.005915051311288484,0.004489737742303307,0.016177309007981755,Californian Red Blend,,3.865133,,0.11808722919042189,1,0.0018529076396807298,1,1,0.09243158494868871,2016,2.1814685,3.7,,Apothic Red (Winemaker's Blend) 2016,0.27031071835803877,0.15193842645381983,False,1,3.38115,Apothic
0.10219498289623717,,0.1961231470923603,0.002494298745724059,12579,0.0047748004561003424,Red (Winemaker's Blend),0.03320980615735462,4.8787274,,0.005915051311288484,0.004489737742303307,0.016177309007981755,Californian Red Blend,,3.865133,,0.11808722919042189,1,0.0018529076396807298,1,1,0.09243158494868871,2015,2.1814685,3.7,,Apothic Red (Winemaker's Blend) 2015,0.27031071835803877,0.15193842645381983,False,1,3.38115,Apothic
0.21907798591736416,,0.12169523050352066,0.008635578583765112,11283,0.00438421681944998,Cabernet Sauvignon,0.03241663345290288,4.714389,,0.007971303308090873,0.01062840441078783,0.013551215623754484,Californian Cabernet Sauvignon,,2.9958518,,0.16407599309153714,,0.0017271157167530224,,1,0.08901288694034808,2015,1.6432357,3.8,,Josh Cellars Cabernet Sauvignon 2015,0.2316992161551747,0.09512421947655109,False,,3.2603295,Josh Cellars
0.1737567405632115,1,0.1390053924505692,0.002396644697423607,11033,0.014379868184541641,Overture,0.03055721989215099,4.644765,1,0.015578190533253445,0.002396644697423607,0.013181545835829839,Napa Valley Bordeaux Blend,1,3.6842356,,0.09826243259436789,,0.0011983223487118035,,1,0.14559616536848413,N.V.,1.7696757,4.4,,Opus One Overture,0.243858597962852,0.11983223487118035,False,1,3.299398,Opus One
0.16309620048504447,,0.1445028294260307,0.0025262732417138238,10696,0.0030315278900565883,Estates Seven Oaks Cabernet Sauvignon,0.033043654001616816,4.8445563,,0.005456750202101859,0.0035367825383993533,0.010105092966855295,Californian Cabernet Sauvignon,,2.999716,,0.1520816491511722,,0.0008084074373484236,,1,0.08316491511721907,2014,1.598374,4,,J. Lohr Estates Seven Oaks Cabernet Sauvignon 2014,0.2734438156831043,0.1252021018593371,False,,3.3185515,J. Lohr
0.10882231769760461,,0.14284032723206402,0.004649520334294627,10346,0.006768289094226355,Pinot Noir,0.03866752986875405,3.125864,,0.008357365664175151,0.006238596904243423,0.016655876640574423,Californian Pinot Noir,,3.4328752,,0.2006356306279795,,0.001706785945500559,,,0.106644694249897,2012,1.7431457,4.1,1,Meiomi Pinot Noir 2012,0.23794950267788828,0.12006356306279795,False,,1.9937906,Meiomi
0.18921220723917673,,0.17430801987224984,0.0015613910574875799,10204,0.0032647267565649395,Dark (Red Blend),0.026827537260468416,4.8901935,,0.00511000709723208,0.00255500354861604,0.014052519517388219,Californian Red Blend,,3.869101,,0.07849538679914833,1,0.00099361249112846,1,1,0.12746628814762243,2015,1.939425,3.7,,Apothic Dark (Red Blend) 2015,0.31511710432931156,0.06103619588360539,False,1,3.3443837,Apothic
0.12668523676880222,,0.1860724233983287,0.0013370473537604457,10167,0.0030083565459610028,Cabernet Sauvignon Aged in Bourbon Barrels,0.03543175487465181,4.850168,,0.004902506963788301,0.0014484679665738162,0.008690807799442897,Californian Cabernet Sauvignon,,2.9978037,,0.10540389972144847,,0.0003342618384401114,,1,0.09615598885793872,2016,1.7466923,4.1,,Robert Mondavi Private Selection Cabernet Sauvignon Aged in Bourbon Barrels 2016,0.29637883008356547,0.13415041782729806,False,,3.3806977,Robert Mondavi Private Selection
0.17480622597517173,,0.15640557060936416,0.00277270149347785,10070,0.0070577856197618,Cabernet Sauvignon,0.030247652656122,4.7960443,,0.00579746675909005,0.0034658768668473124,0.02186653223265486,Napa Valley Cabernet Sauvignon,,3.3302217,,0.10000630159430336,,0.000882223202470225,,1,0.10895456550507278,2017,1.8992704,4.6,,Caymus Cabernet Sauvignon 2017,0.2511815489318798,0.1365555485537841,False,,3.198976,Caymus
0.20275154482919436,,0.18537950332284014,0.0016322723563017372,9909,0.00757840736854378,Cabernet Sauvignon,0.0341611285997435,4.9090595,,0.006529089425206949,0.0029147720648245307,0.016439314445610354,Californian Cabernet Sauvignon,,2.9818141,,0.0819633904628658,,0.0005829544129649062,,1,0.09338929695697797,2016,1.8544241,3.8,,Carnivor Cabernet Sauvignon 2016,0.29614084178617234,0.07053748396875364,False,,3.4213994,Carnivor
0.18819899730042422,,0.15233320478210566,0.005784805244890089,9744,0.00520632472040108,Cabernet Sauvignon,0.023139220979560355,4.820678,,0.005977632086386425,0.005399151561897416,0.010219822599305824,Californian Cabernet Sauvignon,,3.0029757,,0.14327034323177787,,0.0015426147319706903,,1,0.0935210181257231,2015,1.5977703,3.6,,Dark Horse Cabernet Sauvignon 2015,0.2875048206710374,0.07790204396451986,False,,3.415132,Dark Horse
0.2188737351517818,,0.11108666959964804,0.009238891333040036,9670,0.007039155301363837,Diamond Collection Cabernet Sauvignon (Ivory Label),0.029696436427628686,4.773254,,0.008798944126704795,0.007919049714034315,0.014958205015398152,Napa Valley Cabernet Sauvignon,,3.4527647,,0.1583809942806863,,0.002419709634843819,,1,0.08336999560052794,2016,1.5575591,3.9,,Francis Ford Coppola Winery Diamond Collection Cabernet Sauvignon (Ivory Label) 2016,0.23647162340519137,0.1117465904091509,False,,3.34151,Francis Ford Coppola Winery
0.18643793494092895,,0.13950477423531316,0.0033986081890273506,9497,0.0058261854669040295,Cabernet Sauvignon,0.016993040945136755,4.756933,,0.00695905486324648,0.0029130927334520148,0.019258779737821655,Californian Cabernet Sauvignon,,3.000172,,0.14112315908723094,,0.0008091924259588931,,1,0.11247774720828613,2017,1.7603533,4.2,,DAOU Cabernet Sauvignon 2017,0.24502346658035282,0.11927496358634083,False,,3.3282816,DAOU
0.12668523676880222,,0.1860724233983287,0.0013370473537604457,9407,0.0030083565459610028,Cabernet Sauvignon Aged in Bourbon Barrels,0.03543175487465181,4.850168,,0.004902506963788301,0.0014484679665738162,0.008690807799442897,Californian Cabernet Sauvignon,,2.9978037,,0.10540389972144847,,0.0003342618384401114,,1,0.09615598885793872,2017,1.7466923,4,,Robert Mondavi Private Selection Cabernet Sauvignon Aged in Bourbon Barrels 2017,0.29637883008356547,0.13415041782729806,False,,3.3806977,Robert Mondavi Private Selection
0.15694140530026746,,0.1526866034524678,0.005956722586919524,9169,0.004741064916119621,Cabernet Sauvignon (815),0.027960126428397764,4.818697,,0.008388037928519328,0.007293946024799417,0.011427182105519086,Californian Cabernet Sauvignon,,3.0192769,,0.13907123753950887,,0.0007293946024799417,,1,0.10977388767323122,2016,1.6234394,3.9,,Joel Gott Cabernet Sauvignon (815) 2016,0.2551665451008996,0.11986384634087041,False,,3.2860444,Joel Gott
0.16309620048504447,,0.1445028294260307,0.0025262732417138238,8842,0.0030315278900565883,Estates Seven Oaks Cabernet Sauvignon,0.033043654001616816,4.8445563,,0.005456750202101859,0.0035367825383993533,0.010105092966855295,Californian Cabernet Sauvignon,,2.999716,,0.1520816491511722,,0.0008084074373484236,,1,0.08316491511721907,2017,1.598374,4,,J. Lohr Estates Seven Oaks Cabernet Sauvignon 2017,0.2734438156831043,0.1252021018593371,False,,3.3185515,J. Lohr
0.20275154482919436,,0.18537950332284014,0.0016322723563017372,8818,0.00757840736854378,Cabernet Sauvignon,0.0341611285997435,4.9090595,,0.006529089425206949,0.0029147720648245307,0.016439314445610354,Californian Cabernet Sauvignon,,2.9818141,,0.0819633904628658,,0.0005829544129649062,,1,0.09338929695697797,2014,1.8544241,3.7,,Carnivor Cabernet Sauvignon 2014,0.29614084178617234,0.07053748396875364,False,,3.4213994,Carnivor
0.18284165537371,,0.1443761075784426,0.002710309600750547,8815,0.008756384863963306,ARTEMIS Cabernet Sauvignon,0.030126133639111853,4.769979,,0.00906911289481914,0.0030230376316063797,0.014698217450224121,Napa Valley Cabernet Sauvignon,,3.3991053,,0.11581361409360992,,0.0011466694464713854,,1,0.12050453455644741,2016,1.5833145,4.4,,Stag's Leap Wine Cellars ARTEMIS Cabernet Sauvignon 2016,0.24434483477535704,0.12258938809548629,False,,3.2737863,Stag's Leap Wine Cellars
0.19762705861519392,,0.12449088011333452,0.0047812998052063045,8813,0.008500088542588985,Cabernet Sauvignon,0.026385691517619974,4.786707,,0.011510536568089251,0.0033646183814414732,0.013812643881707101,Californian Cabernet Sauvignon,,3.02875,,0.1553037010802196,,0.0010625110678236232,,1,0.10784487338409775,2016,1.5252733,4,,Decoy Cabernet Sauvignon 2016,0.237825394014521,0.10749070302815654,False,,3.2994986,Decoy
0.0757531865585168,,0.2272595596755504,0.0013035921205098494,8722,0.0018829663962920047,Red Blend (Aged in Bourbon Barrels),0.03056199304750869,4.9444466,,0.0027520278099652374,0.0017381228273464658,0.028679026651216685,Californian Red Blend,,3.8423982,,0.06126882966396292,1,0.00028968713789107763,1,1,0.08907879490150637,2014,2.3882802,4,,Cooper & Thief Red Blend (Aged in Bourbon Barrels) 2014,0.2915701042873696,0.18786210892236385,False,1,3.3717782,Cooper & Thief
0.16309620048504447,,0.1445028294260307,0.0025262732417138238,8611,0.0030315278900565883,Estates Seven Oaks Cabernet Sauvignon,0.033043654001616816,4.8445563,,0.005456750202101859,0.0035367825383993533,0.010105092966855295,Californian Cabernet Sauvignon,,2.999716,,0.1520816491511722,,0.0008084074373484236,,1,0.08316491511721907,2016,1.598374,3.9,,J. Lohr Estates Seven Oaks Cabernet Sauvignon 2016,0.2734438156831043,0.1252021018593371,False,,3.3185515,J. Lohr
0.17523229997533096,,0.1461228517391662,0.0024669023928953213,8384,0.006578406381054189,Red Blend,0.026889236082559,4.8780136,,0.006742866540580544,0.002384672313132144,0.027629306800427595,Californian Red Blend,,3.8617663,,0.139544445358112,1,0.000657840638105419,1,1,0.10188306882657676,2017,1.8102701,4.3,,The Prisoner Red Blend 2017,0.23394457692623963,0.12992352602582025,False,1,3.3234847,The Prisoner
0.18284165537371,,0.1443761075784426,0.002710309600750547,8358,0.008756384863963306,ARTEMIS Cabernet Sauvignon,0.030126133639111853,4.769979,,0.00906911289481914,0.0030230376316063797,0.014698217450224121,Napa Valley Cabernet Sauvignon,,3.3991053,,0.11581361409360992,,0.0011466694464713854,,1,0.12050453455644741,2014,1.5833145,4.3,,Stag's Leap Wine Cellars ARTEMIS Cabernet Sauvignon 2014,0.24434483477535704,0.12258938809548629,False,,3.2737863,Stag's Leap Wine Cellars
0.18921220723917673,,0.17430801987224984,0.0015613910574875799,8350,0.0032647267565649395,Dark (Red Blend),0.026827537260468416,4.8901935,,0.00511000709723208,0.00255500354861604,0.014052519517388219,Californian Red Blend,,3.869101,,0.07849538679914833,1,0.00099361249112846,1,1,0.12746628814762243,2014,1.939425,3.7,,Apothic Dark (Red Blend) 2014,0.31511710432931156,0.06103619588360539,False,1,3.3443837,Apothic
0.10219498289623717,,0.1961231470923603,0.002494298745724059,8285,0.0047748004561003424,Red (Winemaker's Blend),0.03320980615735462,4.8787274,,0.005915051311288484,0.004489737742303307,0.016177309007981755,Californian Red Blend,,3.865133,,0.11808722919042189,1,0.0018529076396807298,1,1,0.09243158494868871,2017,2.1814685,3.8,,Apothic Red (Winemaker's Blend) 2017,0.27031071835803877,0.15193842645381983,False,1,3.38115,Apothic
0.15694140530026746,,0.1526866034524678,0.005956722586919524,8239,0.004741064916119621,Cabernet Sauvignon (815),0.027960126428397764,4.818697,,0.008388037928519328,0.007293946024799417,0.011427182105519086,Californian Cabernet Sauvignon,,3.0192769,,0.13907123753950887,,0.0007293946024799417,,1,0.10977388767323122,2015,1.6234394,3.9,,Joel Gott Cabernet Sauvignon (815) 2015,0.2551665451008996,0.11986384634087041,False,,3.2860444,Joel Gott
0.13206597003651013,,0.18733476016618406,0.0017625582273700113,8027,0.004532292584665743,Zinfandel,0.02467581518318016,4.8677926,,0.005287674682110034,0.0031474254060178774,0.025557094296865163,Californian Zinfandel,,1.6837622,,0.09832556968399848,1,0.001384867178647866,,,0.10575349364220069,2015,2.622326,4.1,,1000 Stories Zinfandel 2015,0.26539091023542744,0.14478156867682235,False,,2.4207435,1000 Stories
0.17523229997533096,,0.1461228517391662,0.0024669023928953213,7994,0.006578406381054189,Red Blend,0.026889236082559,4.8780136,,0.006742866540580544,0.002384672313132144,0.027629306800427595,Californian Red Blend,,3.8617663,,0.139544445358112,1,0.000657840638105419,1,1,0.10188306882657676,2013,1.8102701,4.3,,The Prisoner Red Blend 2013,0.23394457692623963,0.12992352602582025,False,1,3.3234847,The Prisoner
0.20559930008748906,,0.08223972003499562,0.0008748906386701663,7908,0.011373578302712161,Old Vine Red (OVR),0.03062117235345582,4.7634435,,0.009623797025371828,0.006124234470691163,0.02974628171478565,Californian Red Blend,,3.8499296,,0.2125984251968504,1,0.0008748906386701663,1,1,0.1189851268591426,N.V.,1.628707,3.7,,Marietta Old Vine Red (OVR),0.17060367454068243,0.12073490813648294,False,1,3.3657537,Marietta
0.21907798591736416,,0.12169523050352066,0.008635578583765112,7902,0.00438421681944998,Cabernet Sauvignon,0.03241663345290288,4.714389,,0.007971303308090873,0.01062840441078783,0.013551215623754484,Californian Cabernet Sauvignon,,2.9958518,,0.16407599309153714,,0.0017271157167530224,,1,0.08901288694034808,2016,1.6432357,3.8,,Josh Cellars Cabernet Sauvignon 2016,0.2316992161551747,0.09512421947655109,False,,3.2603295,Josh Cellars
0.09993108201240523,,0.21433494141971055,0.0009189065012634965,7898,0.0027567195037904893,Inferno (Aged in Whiskey Barrels - Limited Release),0.028945554789800137,4.90628,,0.001837813002526993,0.0013783597518952446,0.00895933838731909,Californian Red Blend,,3.8472059,,0.05651274982770503,1,0.0006891798759476223,1,1,0.1293360900528371,2015,1.8700007,3.8,,Apothic Inferno (Aged in Whiskey Barrels - Limited Release) 2015,0.32023891569032853,0.13416034918447048,False,1,3.5164793,Apothic
0.2028268551236749,,0.1255594817432273,0.0035335689045936395,7894,0.007538280329799764,Diamond Collection Claret (Black Label),0.0287396937573616,4.8335757,,0.012720848056537103,0.00447585394581861,0.012485276796230859,Californian Cabernet Sauvignon,,3.2423038,,0.1392226148409894,,0.0007067137809187279,,1,0.11684334511189635,2014,1.5674101,4,,Francis Ford Coppola Winery Diamond Collection Claret (Black Label) 2014,0.2353356890459364,0.1100117785630153,False,,3.2881606,Francis Ford Coppola Winery
0.21200750469043153,,0.14196372732958099,0.004377736085053158,7821,0.009380863039399626,Cabernet Sauvignon Lot 1,0.013758599124452783,4.596515,,0.004377736085053158,0.00375234521575985,0.028767979987492184,Californian Cabernet Sauvignon,,2.858976,,0.150093808630394,,0.0006253908692933083,,1,0.07254534083802376,N.V.,2.0806963,4.1,,Bonanza Cabernet Sauvignon Lot 1,0.22326454033771106,0.1350844277673546,False,,3.011281,Bonanza
0.16840373011519474,,0.15112452002194185,0.0050740537575425125,7792,0.00891387822270982,Red Blend,0.027838727372462974,4.8652515,,0.0061711464618760285,0.00575973669775096,0.02303894679100384,Californian Red Blend,,3.8392146,,0.14234777838727372,1,0.0021941854086670325,1,1,0.08310477235326386,2014,2.0580385,4.1,,Conundrum Red Blend 2014,0.24314317059791551,0.13288535381239716,False,1,3.3075361,Conundrum
0.13206597003651013,,0.18733476016618406,0.0017625582273700113,7789,0.004532292584665743,Zinfandel,0.02467581518318016,4.8677926,,0.005287674682110034,0.0031474254060178774,0.025557094296865163,Californian Zinfandel,,1.6837622,,0.09832556968399848,1,0.001384867178647866,,,0.10575349364220069,2014,2.622326,4.1,,1000 Stories Zinfandel 2014,0.26539091023542744,0.14478156867682235,False,,2.4207435,1000 Stories
0.17588395285584768,,0.1515865820489574,0.006890299184043517,7718,0.004895738893925658,Cabernet Sauvignon,0.025929283771532186,4.759126,,0.007796917497733454,0.005077062556663644,0.009972801450589302,Californian Cabernet Sauvignon,,3.0285594,,0.15630099728014507,,0.0016319129646418858,,1,0.06944696282864914,2014,1.6423035,3.6,,Robert Mondavi Private Selection Cabernet Sauvignon 2014,0.2469628286491387,0.13762466001813237,False,,3.4102623,Robert Mondavi Private Selection
0.16977809087706938,,0.11518140190207819,0.007396970764353646,7563,0.004226840436773511,Red,0.042268404367735116,4.848046,,0.007749207467418105,0.0063402606551602675,0.044029587883057414,Californian Red Blend,,3.8085864,,0.1972525537160972,1,0.0010567101091933778,1,1,0.07044734061289186,2014,2.044474,3.7,,Ménage à Trois Red 2014,0.2321239873194787,0.1021486438886932,False,1,3.3561642,Ménage à Trois
0.2370827617741198,,0.13031550068587106,0.003200731595793324,7482,0.010173754000914494,Petite Petit,0.023662551440329218,4.8829265,,0.007315957933241884,0.004686785550983082,0.030978509373571102,Californian Red Blend,,3.8845994,,0.10653863740283494,1,0.0014860539551897576,1,1,0.11534064929126657,2014,1.8135463,4,,Michael David Winery Petite Petit 2014,0.2085048010973937,0.12071330589849108,False,1,3.515543,Michael David Winery
0.15694140530026746,,0.1526866034524678,0.005956722586919524,7474,0.004741064916119621,Cabernet Sauvignon (815),0.027960126428397764,4.818697,,0.008388037928519328,0.007293946024799417,0.011427182105519086,Californian Cabernet Sauvignon,,3.0192769,,0.13907123753950887,,0.0007293946024799417,,1,0.10977388767323122,2014,1.6234394,3.8,,Joel Gott Cabernet Sauvignon (815) 2014,0.2551665451008996,0.11986384634087041,False,,3.2860444,Joel Gott
0.08252089136490251,,0.23467966573816157,0.0006963788300835655,7354,0.004178272980501393,Crush (Smooth Red Blend),0.03447075208913649,4.858998,,0.006963788300835654,0.006267409470752089,0.012534818941504178,Californian Red Blend,,3.8624892,,0.13022284122562675,1,0.0006963788300835655,1,1,0.06337047353760446,2015,1.941159,3.6,,Apothic Crush (Smooth Red Blend) 2015,0.3370473537604457,0.08635097493036212,False,1,3.142151,Apothic
0.2099236641221374,,0.12153475291281639,0.0018079550020088388,7306,0.00562474889513861,Cabernet Sauvignon,0.025914021695460025,4.806368,,0.00944154278826838,0.0036159100040176776,0.0118521494576135,Californian Cabernet Sauvignon,,3.030692,,0.16331860184813177,,0.0004017677782241864,,1,0.09883487344314985,2013,1.5384433,3.7,,Louis M. Martini Cabernet Sauvignon 2013,0.23824829248694254,0.1094817195660908,False,,3.3988247,Louis M. Martini
