grape_Pinot Noir,flavor_score_citrus_fruit,grape_Merlot,vintage,flavor_score_dried_fruit,flavor_score_vegetal,flavor_score_non_oak,grape_Gewürztraminer,grape_Sauvignon Blanc,winery_name,taste_sweetness,wine_type,grape_Carménère,grape_Petite Sirah,flavor_score_floral,grape_Sémillon,flavor_score_spices,flavor_score_microbio,flavor_score_tropical_fruit,taste_intensity,natural_wine,grape_Malbec,ratings_count,flavor_score_earth,flavor_score_black_fruit,wine_name,grape_Shiraz/Syrah,grape_Chardonnay,flavor_score_red_fruit,grape_Zinfandel,taste_tannin,taste_fizziness,taste_acidity,wine_style,ratings_average,flavor_score_tree_fruit,grape_Petit Verdot,grape_Cabernet Franc,grape_Pinot Gris,flavor_score_oak,grape_Cabernet Sauvignon
,0.0024922118380062306,,2014,0.020560747663551402,0.011214953271028037,0.1501557632398754,,,Round Pond Estate,1.6177428,Kith & Kin Cabernet Sauvignon,,,0.008722741433021807,,0.10903426791277258,0.024922118380062305,,4.7969975,False,,1294,0.1383177570093458,0.17445482866043613,Round Pond Estate Kith & Kin Cabernet Sauvignon 2014,,,0.1277258566978193,,3.207462,,3.392986,Napa Valley Cabernet Sauvignon,4.1,0.0024922118380062306,,,,0.22990654205607478,1
,0.004961659900766802,1,2013,0.017591339648173207,0.008119079837618403,0.14298601714027967,,,The Prisoner,1.6406256,Cuttings Cabernet Sauvignon,,,0.0045105999097880016,,0.11862877762742445,0.02029769959404601,,4.8104787,False,,1294,0.13306269733874607,0.20072169598556608,The Prisoner Cuttings Cabernet Sauvignon 2013,1,,0.11321605773567885,1,3.3749807,,3.8207965,Californian Red Blend,4.3,0.0022552999548940008,,,,0.2336490753270185,1
,0.0076103500761035,,2015,0.02815829528158295,0.00837138508371385,0.12709284627092846,,,Decoy,2.5103147,Sonoma County Zinfandel,,,0.00837138508371385,,0.12861491628614916,0.0273972602739726,0.00228310502283105,4.6894474,False,,1293,0.0806697108066971,0.20167427701674276,Decoy Sonoma County Zinfandel 2015,,,0.1750380517503805,1,2.4865308,,1.8713117,Californian Zinfandel,3.9,0.0060882800608828,,,,0.19863013698630136,
,0.004667444574095682,1,2016,0.012835472578763127,0.004667444574095682,0.11785297549591599,,,Beringer,2.0755582,Founders' Estate Merlot,,,0.007001166861143524,,0.12602100350058343,0.038506417736289385,0.002333722287047841,3.9660134,False,,1292,0.07934655775962661,0.26721120186697783,Beringer Founders' Estate Merlot 2016,,,0.1411901983663944,,2.08054,,1.7249795,Californian Merlot,3.7,0.002333722287047841,,,,0.19603267211201866,
,0.005917159763313609,1,2013,0.01944209636517329,0.006762468300929839,0.11411665257819104,,,Hess Select,1.6757406,Treo Winemaker's Blend,,,0.006762468300929839,,0.09467455621301775,0.029585798816568046,,4.763188,False,,1291,0.10819949281487742,0.20456466610312765,Hess Select Treo Winemaker's Blend 2013,1,,0.1834319526627219,1,3.2630465,,3.7651777,Californian Red Blend,3.8,0.0016906170752324597,,,,0.22485207100591717,1
,0.0051764705882352945,,2016,0.010823529411764706,0.008,0.15623529411764706,,,Frei Brothers,1.5867549,Cabernet Sauvignon,,,0.009411764705882352,,0.1312941176470588,0.03623529411764706,0.0009411764705882353,4.8480844,False,,1290,0.10588235294117647,0.18541176470588236,Frei Brothers Cabernet Sauvignon 2016,,,0.09835294117647059,,3.3626568,,2.9866085,Californian Cabernet Sauvignon,4,0.0051764705882352945,,,,0.24705882352941178,1
1,0.006469500924214418,,2016,0.01756007393715342,0.011090573012939002,0.11829944547134935,,,Beringer,1.7152015,Founders' Estate Pinot Noir,,,0.00831792975970425,,0.08040665434380777,0.03512014787430684,0.00831792975970425,2.9623034,False,,1289,0.08964879852125693,0.15619223659889095,Beringer Founders' Estate Pinot Noir 2016,,,0.2744916820702403,,2.07727,,3.3898168,Californian Pinot Noir,3.6,0.0073937153419593345,,,,0.1866913123844732,
1,0.005687693898655636,,2016,0.010341261633919338,0.011892450879007239,0.11633919338159256,,,EnRoute,1.6598377,Les Pommiers Pinot Noir,,,0.016546018614270942,,0.08738366080661841,0.03671147880041365,0.002068252326783868,3.1872268,False,,1289,0.12306101344364012,0.140641158221303,EnRoute Les Pommiers Pinot Noir 2016,,,0.24457083764219234,,2.07582,,3.4517984,Californian Pinot Noir,4.4,0.019131334022750777,,,,0.18562564632885212,
,0.0025673940949935813,1,2015,0.016046213093709884,0.010911424903722721,0.12708600770218229,,,Decoy,1.6452831,Sonoma County Red,,,0.007060333761232349,,0.11553273427471117,0.024390243902439025,,4.7662563,False,,1289,0.09435173299101413,0.18677792041078306,Decoy Sonoma County Red 2015,1,,0.18485237483953787,1,3.256888,,3.828595,Californian Red Blend,3.9,0.005134788189987163,,,,0.22528883183568676,1
,0.004768097095795405,,2013,0.010836584308625921,0.014737754659731253,0.14087559601213698,,,Freemark Abbey,1.5093226,Cabernet Sauvignon,,,0.008669267446900737,,0.11616818378846988,0.026874729085392284,0.00043346337234503684,4.8265805,False,,1289,0.1330732553099263,0.1859557867360208,Freemark Abbey Cabernet Sauvignon 2013,,,0.10836584308625921,,3.4853606,,3.4372022,Napa Valley Cabernet Sauvignon,4.2,0.002600780234070221,,,,0.24664065886432596,1
,0.07954545454545454,,2018,0.004545454545454545,0.028977272727272727,0.09545454545454546,,,Woodbridge by Robert Mondavi,2.852539,Chardonnay,,,0.005681818181818182,,0.0875,0.13693181818181818,0.056818181818181816,4.7368236,False,,1289,0.044886363636363634,0.003409090909090909,Woodbridge by Robert Mondavi Chardonnay 2018,,1,0.0022727272727272726,,,,3.107793,Californian Chardonnay,3.5,0.2034090909090909,,,,0.2505681818181818,
,0.0033277870216306157,1,2013,0.027731558513588463,0.00887409872434831,0.14364947310038825,,,Ridge Vineyards,1.8325802,Lytton Springs,,,0.009706045479755962,,0.1461453133666112,0.02468108707709373,0.0005546311702717693,4.8028755,False,,1288,0.09595119245701608,0.18746533555185801,Ridge Vineyards Lytton Springs 2013,1,,0.13727121464226288,1,3.5669637,,3.8786337,Californian Red Blend,4.1,0.004714364947310039,,,,0.20992789794786468,1
,0.001985440105890139,1,2009,0.01500110302228105,0.008382969335980588,0.15045223913523054,,,Joseph Phelps,1.7267506,Insignia,,,0.013898080741230973,,0.10611074343701743,0.028237370394881976,0.0008824178248400617,4.7836976,False,1,1288,0.16412971542025148,0.18839620560335318,Joseph Phelps Insignia 2009,,,0.08250606662254578,,3.507215,,3.8474145,Napa Valley Bordeaux Blend,4.6,0.0024266490183101697,1,1,,0.23759099933818664,1
,0.004034969737726967,,2017,0.017484868863483525,0.008069939475453935,0.14391392064559516,,,Wines from Hahn Estate,1.5986575,Cabernet Sauvignon,,,0.014122394082044385,,0.1062542030934768,0.025554808338937456,0.0026899798251513113,4.7942624,False,,1287,0.1062542030934768,0.1546738399462004,Wines from Hahn Estate Cabernet Sauvignon 2017,,,0.16476126429051782,,3.4615846,,3.0744746,Californian Cabernet Sauvignon,3.7,0.0033624747814391394,,,,0.2488231338264963,1
,0.004072398190045249,,2016,0.01085972850678733,0.01085972850678733,0.1506787330316742,,,Chappellet,1.5988197,Cabernet Sauvignon (Signature),,,0.01085972850678733,,0.1081447963800905,0.02986425339366516,0.00045248868778280545,4.7931023,False,,1287,0.14524886877828055,0.17737556561085974,Chappellet Cabernet Sauvignon (Signature) 2016,,,0.09411764705882353,,3.375916,,3.4004636,Napa Valley Cabernet Sauvignon,4.4,0.0027149321266968325,,,,0.25475113122171944,1
,0.1231578947368421,,2011,0.0004210526315789474,0.041473684210526315,0.08168421052631579,,,Chateau Montelena,2.2839622,Chardonnay,,,0.015157894736842105,,0.06863157894736842,0.16105263157894736,0.04842105263157895,4.657562,False,,1286,0.07705263157894737,0.0027368421052631577,Chateau Montelena Chardonnay 2011,,1,0.004842105263157895,,,,2.9526174,Napa Valley Chardonnay,4.3,0.14842105263157895,,,,0.22694736842105262,
,0.0050991501416430595,1,2016,0.027195467422096317,0.00793201133144476,0.14674220963172804,,,Chronic,1.9015194,Purple Paradise,,,0.01189801699716714,,0.13541076487252124,0.02209631728045326,0.0028328611898017,4.81127,False,,1286,0.09858356940509914,0.15240793201133143,Chronic Purple Paradise 2016,1,,0.16090651558073654,1,3.5059726,,3.8755095,Californian Red Blend,3.8,0.0050991501416430595,,,,0.2237960339943343,1
,0.01199400299850075,,2015,0.02848575712143928,0.014992503748125937,0.1469265367316342,,,Robert Mondavi Private Selection,2.622149,Zinfandel,,,0.0074962518740629685,,0.14842578710644677,0.022488755622188907,0.005997001499250375,4.681239,False,,1285,0.05997001499250375,0.17091454272863568,Robert Mondavi Private Selection Zinfandel 2015,,,0.16941529235382308,1,2.439625,,1.8338673,Californian Zinfandel,3.8,0.0074962518740629685,,,,0.20539730134932535,
,0.16850393700787403,,2016,0.004724409448818898,0.015748031496062992,0.014173228346456693,,,Barefoot,,Moscato,,,0.03779527559055118,,0.02204724409448819,0.05511811023622047,0.05196850393700787,,False,,1284,0.10866141732283464,0.02204724409448819,Barefoot Moscato 2016,,,0.05354330708661417,,,,,,4,0.41732283464566927,,,,0.028346456692913385,
,0.00456968773800457,1,2014,0.011424219345011425,0.0030464584920030465,0.13023610053313023,,,Taken,1.5626473,Red,,,0.006092916984006093,,0.11195734958111196,0.02361005331302361,,4.858718,False,1,1283,0.1370906321401371,0.20106626047220105,Taken Red 2014,,,0.13175932977913177,,3.440568,,3.8947783,Napa Valley Bordeaux Blend,4,0.0015232292460015233,1,1,,0.2376237623762376,1
,0.0030864197530864196,,2013,0.030864197530864196,0.007716049382716049,0.12962962962962962,,,Francis Ford Coppola Winery,2.5169713,Diamond Collection Zinfandel (Red Label),,,0.005401234567901234,,0.15895061728395063,0.024691358024691357,0.0015432098765432098,4.8205853,False,,1281,0.0787037037037037,0.16358024691358025,Francis Ford Coppola Winery Diamond Collection Zinfandel (Red Label) 2013,,,0.1720679012345679,1,2.4749856,,1.756469,Californian Zinfandel,3.7,0.0038580246913580245,,,,0.2199074074074074,
,0.07990735379270411,,2015,0.0011580775911986102,0.033005211349160395,0.10538506079907353,,,Beringer,2.8932655,Founders' Estate Chardonnay,,,0.0023161551823972205,,0.09264620729588882,0.1557614360162131,0.055587724377533294,4.77918,False,,1281,0.04400694846554719,0.0011580775911986102,Beringer Founders' Estate Chardonnay 2015,,1,0.003474232773595831,,,,3.1450174,Californian Chardonnay,3.7,0.17544875506658947,,,,0.2501447596988998,
,0.11473429951690821,,2017,0.002012882447665056,0.04428341384863124,0.09702093397745572,,,Robert Mondavi Private Selection,2.8223274,Chardonnay,,,0.007246376811594203,,0.0821256038647343,0.15458937198067632,0.05314009661835749,4.7482734,False,,1281,0.03864734299516908,0.00322061191626409,Robert Mondavi Private Selection Chardonnay 2017,,1,0.004428341384863124,,,,3.1404674,Californian Chardonnay,3.6,0.15217391304347827,,,,0.2463768115942029,
1,0.005946481665014866,,2012,0.011892963330029732,0.006937561942517344,0.11298315163528246,,,Cherry Pie,1.6305147,Cherry Tart Pinot Noir,,,0.003964321110009911,,0.07928642220019821,0.030723488602576808,0.0009910802775024777,3.0861514,False,,1280,0.08325074331020813,0.07135777998017839,Cherry Pie Cherry Tart Pinot Noir 2012,,,0.4103072348860258,,2.0586116,,3.6137922,Californian Pinot Noir,4,0.014866204162537165,,,,0.16749256689791872,
1,0.010896898575020955,,2014,0.016764459346186086,0.010058675607711651,0.09639564124056998,,,Josh Cellars,1.4687694,Pinot Noir,,,0.008382229673093043,,0.06957250628667226,0.03604358759430008,0.005029337803855826,3.0340273,False,,1279,0.13327745180217937,0.08549874266554904,Josh Cellars Pinot Noir 2014,,,0.2917015926236379,,2.1678119,,3.4853485,Californian Pinot Noir,3.7,0.01173512154233026,,,,0.22464375523889354,
,0.00546448087431694,,2011,0.00819672131147541,0.00858704137392662,0.12763466042154567,,,Silverado Vineyards,1.522061,Estate Cabernet Sauvignon,,,0.00819672131147541,,0.1284153005464481,0.01795472287275566,0.00078064012490242,4.7909174,False,,1278,0.1209992193598751,0.2068696330991413,Silverado Vineyards Estate Cabernet Sauvignon 2011,,,0.13856362217017953,,3.4068024,,3.4412863,Napa Valley Cabernet Sauvignon,4.1,0.00546448087431694,,,,0.2228727556596409,1
,0.000946969696969697,,2015,0.01231060606060606,0.007102272727272727,0.14820075757575757,,,True Myth,1.53732,Cabernet Sauvignon,,,0.005681818181818182,,0.10227272727272728,0.023200757575757576,0.000946969696969697,4.7977,False,,1278,0.09706439393939394,0.18986742424242425,True Myth Cabernet Sauvignon 2015,,,0.15009469696969696,,3.3683448,,3.058337,Californian Cabernet Sauvignon,4,0.003787878787878788,,,,0.2585227272727273,1
,0.006039915966386555,,2018,0.02074579831932773,0.008140756302521009,0.16570378151260504,,,Beringer,1.8361707,Founders' Estate Cabernet Sauvignon,,,0.004989495798319327,,0.15283613445378152,0.02862394957983193,0.0010504201680672268,4.804956,False,,1277,0.07379201680672269,0.15940126050420167,Beringer Founders' Estate Cabernet Sauvignon 2018,,,0.12605042016806722,,3.434983,,3.0205984,Californian Cabernet Sauvignon,3.7,0.004201680672268907,,,,0.24842436974789917,1
,0.00322061191626409,,2011,0.01892109500805153,0.010869565217391304,0.1329844337090714,,,Justin,1.636983,Cabernet Sauvignon,,,0.009796027911969941,,0.11580783682232958,0.02522812667740204,0.000939345142243693,4.8240066,False,,1277,0.10279119699409554,0.19162640901771336,Justin Cabernet Sauvignon 2011,,,0.1541867954911433,,3.2858028,,2.9923778,Californian Cabernet Sauvignon,3.9,0.004025764895330112,,,,0.2296027911969941,1
,0.0019093078758949881,1,2016,0.015274463007159905,0.008114558472553698,0.15799522673031027,,,Markham Vineyards,1.9480039,Merlot,,,0.005250596658711217,,0.1288782816229117,0.02673031026252983,0.00047732696897374703,3.973511,False,,1277,0.09260143198090692,0.16563245823389022,Markham Vineyards Merlot 2016,,,0.13174224343675417,,2.12265,,1.7625312,Californian Merlot,4,0.002863961813842482,,,,0.26252983293556087,
,0.01199400299850075,,2016,0.02848575712143928,0.014992503748125937,0.1469265367316342,,,Robert Mondavi Private Selection,2.622149,Zinfandel,,,0.0074962518740629685,,0.14842578710644677,0.022488755622188907,0.005997001499250375,4.681239,False,,1277,0.05997001499250375,0.17091454272863568,Robert Mondavi Private Selection Zinfandel 2016,,,0.16941529235382308,1,2.439625,,1.8338673,Californian Zinfandel,3.9,0.0074962518740629685,,,,0.20539730134932535,
,0.0038009675190048375,,2012,0.028334485141672427,0.010711817553559088,0.14547339322736696,,,Klinker Brick,2.6826608,Old Vine Zinfandel,,,0.010366275051831375,,0.1437456807187284,0.01520387007601935,0.00138217000691085,4.873717,False,,1275,0.14270905321354527,0.16240497581202487,Klinker Brick Old Vine Zinfandel 2012,,,0.11541119557705598,1,2.5279331,,1.7664931,Californian Zinfandel,3.9,0.0038009675190048375,,,,0.21665514858327575,
,0.00546448087431694,,2015,0.00819672131147541,0.00858704137392662,0.12763466042154567,,,Silverado Vineyards,1.522061,Estate Cabernet Sauvignon,,,0.00819672131147541,,0.1284153005464481,0.01795472287275566,0.00078064012490242,4.7909174,False,,1273,0.1209992193598751,0.2068696330991413,Silverado Vineyards Estate Cabernet Sauvignon 2015,,,0.13856362217017953,,3.4068024,,3.4412863,Napa Valley Cabernet Sauvignon,4.2,0.00546448087431694,,,,0.2228727556596409,1
,,,2017,0.0311284046692607,0.0038910505836575876,0.18482490272373542,,,Gnarly Head,1.6563268,1924 Double Black Bourbon Barrel Aged Limited Edition Cabernet Sauvignon,,,0.007782101167315175,,0.11284046692607004,0.054474708171206226,,4.7236924,False,,1273,0.11478599221789883,0.16926070038910507,Gnarly Head 1924 Double Black Bourbon Barrel Aged Limited Edition Cabernet Sauvignon 2017,,,0.03501945525291829,,3.4328725,,3.0425498,Californian Cabernet Sauvignon,4,,,,,0.28599221789883267,1
,0.00546448087431694,,2010,0.00819672131147541,0.00858704137392662,0.12763466042154567,,,Silverado Vineyards,1.522061,Estate Cabernet Sauvignon,,,0.00819672131147541,,0.1284153005464481,0.01795472287275566,0.00078064012490242,4.7909174,False,,1273,0.1209992193598751,0.2068696330991413,Silverado Vineyards Estate Cabernet Sauvignon 2010,,,0.13856362217017953,,3.4068024,,3.4412863,Napa Valley Cabernet Sauvignon,4.1,0.00546448087431694,,,,0.2228727556596409,1
,0.0015045135406218655,1,2014,0.013039117352056168,0.004513540621865597,0.13841524573721165,,,J. Lohr,1.9466655,Los Osos Merlot,,,0.017552657973921765,,0.09528585757271815,0.03510531594784353,,3.9995172,False,,1272,0.11033099297893681,0.1810431293881645,J. Lohr Los Osos Merlot 2014,,,0.141925777331996,,2.1238472,,1.8726418,Californian Merlot,3.8,0.0020060180541624875,,,,0.2592778335005015,
1,0.022435897435897436,,2013,0.008547008547008548,0.017094017094017096,0.11752136752136752,,,Migration,1.5460707,Russian River Valley Pinot Noir,,,0.00641025641025641,,0.1047008547008547,0.029914529914529916,0.003205128205128205,3.0560791,False,,1271,0.1282051282051282,0.07799145299145299,Migration Russian River Valley Pinot Noir 2013,,,0.25747863247863245,,2.0103662,,3.4921968,Californian Pinot Noir,4.2,0.00641025641025641,,,,0.22008547008547008,
1,0.00858704137392662,,2015,0.01405152224824356,0.01014832162373146,0.12802498048399688,,,Etude,1.5051694,Lyric Pinot Noir,,,0.00702576112412178,,0.0897736143637783,0.03434816549570648,0.00312256049960968,3.013805,False,,1271,0.1483216237314598,0.09133489461358314,Etude Lyric Pinot Noir 2015,,,0.25917252146760345,,2.0679138,,3.4645216,Californian Pinot Noir,3.8,0.00546448087431694,,,,0.20062451209992194,
,,,2010,0.01606425702811245,0.008032128514056224,0.12449799196787148,,,Dancing Bull,2.4475825,Zinfandel Reserve,,,0.008032128514056224,,0.14056224899598393,0.028112449799196786,0.004016064257028112,4.88951,False,,1270,0.08433734939759036,0.15261044176706828,Dancing Bull Zinfandel Reserve 2010,,,0.26104417670682734,1,2.5275593,,1.9603597,Californian Zinfandel,3.3,,,,,0.17269076305220885,
,0.005555555555555556,1,2017,0.011111111111111112,0.007407407407407408,0.13148148148148148,,,The Prisoner,1.5797099,Eternally Silenced Pinot Noir,,,0.009259259259259259,,0.11851851851851852,0.011111111111111112,0.001851851851851852,4.314788,False,,1267,0.1037037037037037,0.10740740740740741,The Prisoner Eternally Silenced Pinot Noir 2017,1,,0.26851851851851855,1,3.1920822,,3.6914651,Californian Red Blend,4.2,0.003703703703703704,,,,0.22037037037037038,1
,0.0009057971014492754,,2014,0.009963768115942028,0.009057971014492754,0.15670289855072464,,,Darioush,1.6043028,Caravan Cabernet Sauvignon,,,0.004528985507246377,,0.10416666666666667,0.025362318840579712,,4.8456783,False,,1265,0.14402173913043478,0.1766304347826087,Darioush Caravan Cabernet Sauvignon 2014,,,0.11956521739130435,,3.4316447,,3.411773,Napa Valley Cabernet Sauvignon,4.2,0.0018115942028985507,,,,0.24728260869565216,1
,0.2773613193403298,,2017,0.0024987506246876563,0.05847076461769116,0.025987006496751622,,1,Duckhorn,1.4606402,Napa Valley Sauvignon Blanc,,,0.02448775612193903,,0.033483258370814596,0.06946526736631684,0.1184407796101949,2.994077,False,,1265,0.07846076961519241,0.0069965017491254375,Duckhorn Napa Valley Sauvignon Blanc 2017,,,0.006496751624187906,,,,3.998294,Californian Sauvignon Blanc,3.9,0.19640179910044978,,,,0.10144927536231885,
,0.1179245283018868,,2017,0.0023584905660377358,0.043867924528301884,0.0660377358490566,,,Josh Cellars,2.6855435,Chardonnay,,,0.0037735849056603774,,0.05377358490566038,0.15660377358490565,0.0669811320754717,4.580697,False,,1264,0.045283018867924525,0.010849056603773584,Josh Cellars Chardonnay 2017,,1,0.014150943396226415,,,,3.1766572,Californian Chardonnay,3.6,0.12735849056603774,,,,0.2910377358490566,
,0.007427055702917772,1,2014,0.016976127320954906,0.00636604774535809,0.12042440318302387,,,Decoy,1.9565111,Sonoma County Merlot,,,0.007957559681697613,,0.1076923076923077,0.027586206896551724,,3.9239817,False,,1264,0.10344827586206896,0.20424403183023873,Decoy Sonoma County Merlot 2014,,,0.17188328912466844,,2.0716898,,1.8293239,Californian Merlot,3.8,0.004774535809018567,,,,0.22122015915119364,
,0.004511894995898278,,2014,0.01435602953240361,0.0036915504511894994,0.13453650533223954,,,Cannonball,1.683189,Cabernet Sauvignon,,,0.004922067268252666,,0.11074651353568499,0.02502050861361772,0.00041017227235438887,4.830825,False,,1263,0.09844134536505332,0.15381460213289583,Cannonball Cabernet Sauvignon 2014,,,0.16365873666940114,,3.3958979,,3.030754,Californian Cabernet Sauvignon,4,0.004511894995898278,,,,0.28137817883511074,1
,0.06808911201757138,,2014,0.0021964229683087543,0.05240037652965171,0.0718544085346721,,,Meiomi,2.773778,Chardonnay,,,0.008471917163476624,,0.06212739253216191,0.2171320991528083,0.05522434891747725,4.8001566,False,,1262,0.05491057420771886,0.0006275494195167869,Meiomi Chardonnay 2014,,1,0.0021964229683087543,,,,3.180422,Californian Chardonnay,3.7,0.1299027298399749,,,,0.2748666457483527,
1,0.008723235527359239,,2015,0.012688342585249802,0.016653449643140365,0.11816019032513878,,,Edna Valley Vineyard,1.6036524,Pinot Noir,,,0.019825535289452814,,0.0880253766851705,0.0380650277557494,0.006344171292624901,2.9780517,False,,1262,0.10547184773988898,0.12767644726407612,Edna Valley Vineyard Pinot Noir 2015,,,0.23632038065027755,,2.0812168,,3.4291632,Californian Pinot Noir,3.8,0.011895321173671689,,,,0.21015067406819984,
,0.0026298487836949377,,2016,0.008547008547008548,0.005259697567389875,0.17291255752794216,,,Daniel Cohn,1.6525775,Bellacosa Cabernet Sauvignon,,,0.0046022353714661405,,0.13477975016436555,0.01972386587771203,,4.80984,False,,1261,0.10782380013149244,0.1663379355687048,Daniel Cohn Bellacosa Cabernet Sauvignon 2016,,,0.12557527942143326,,3.2609541,,3.0369406,Californian Cabernet Sauvignon,4,0.0019723865877712033,,,,0.24983563445101906,1
,0.023809523809523808,,2014,0.02040816326530612,0.006802721088435374,0.1054421768707483,,,Charles Shaw,1.8607278,Cabernet Sauvignon,,,0.006802721088435374,,0.08503401360544217,0.030612244897959183,0.006802721088435374,4.4797654,False,,1260,0.07482993197278912,0.14625850340136054,Charles Shaw Cabernet Sauvignon 2014,,,0.23469387755102042,,3.4897885,,3.1432335,Californian Cabernet Sauvignon,3.1,0.01020408163265306,,,,0.24829931972789115,1
